has_bank_name,has_payee,has_amount,has_date,has_signature,amount_value,amount_suspicious,date_valid,date_future,text_quality,suspicious_chars,missing_fields_count,risk_score
1,1,1,1,1,32001.421084886224,0,1,0,0.8166253101464448,0,0,0.0
1,1,1,1,1,19751.78137764675,0,1,0,0.8823181680443222,0,0,2.7867728174857938
1,1,1,0,1,42551.31050673321,0,1,0,0.9419193970134174,0,1,10.595398696286924
1,1,1,1,0,15158.941574386787,0,1,0,0.5048863627652045,8,0,28.06460371792363
1,1,1,1,0,4122.8686122398885,0,1,0,0.8541640146876361,0,0,9.391688949284521
1,1,1,1,1,41259.19559151539,0,0,1,0.7534969917209524,0,0,10.30704604340169
1,1,1,1,1,44408.17691123799,0,1,0,0.7254553078433272,0,0,0.0
1,1,1,1,0,28348.134125329096,0,1,0,0.5056722353185116,2,0,21.848375669597395
1,1,1,1,1,13808.323177219292,0,0,1,0.8548374013249851,0,0,12.146265558476689
1,1,1,1,1,44384.37367879788,0,1,0,0.8876816030170667,0,0,1.0506021683495836
1,1,1,1,1,20359.8638016554,0,1,0,0.6247796924776257,3,0,9.07831929054299
0,1,1,1,1,5889.0961552385625,0,1,0,0.8447189482484795,0,1,11.834330498018517
1,1,1,1,1,22407.64318852607,0,1,0,0.7643676545978473,0,0,0.7710890170931464
0,1,1,1,0,35897.968617075574,0,1,0,0.6207372354806923,8,1,39.43206774102527
1,1,1,1,1,38742.24636037974,0,1,0,0.9708869216430729,0,0,0.0
1,1,1,1,1,38218.93384961187,0,1,0,0.6150187429635736,4,0,8.949905309022608
0,1,1,1,1,26083.239888300028,0,1,0,0.6411280569206648,7,1,27.566710242761758
1,1,1,1,1,45573.5926550042,0,1,0,0.6972078866199406,1,0,9.330041699399903
1,1,1,1,1,30169.51679323756,0,1,0,0.632698036373194,3,0,8.356100109818165
1,1,1,1,1,41638.8089388847,0,1,0,0.6374301617985342,2,0,8.663143299317305
1,1,1,1,1,4555.567868006634,0,1,0,0.6585986438904223,7,0,18.517128267127042
1,1,1,1,1,49260.7118455027,0,0,1,0.8213404160236966,0,0,16.15821048749311
1,1,1,0,1,23046.943140424468,0,1,0,0.8951456524242507,0,1,10.583869529061554
1,1,1,1,1,14571.550545260005,0,1,0,0.5452739472936703,1,0,7.554901458780363
1,1,1,1,1,48736.14544131274,0,1,0,0.7699033155534216,0,0,0.0
1,1,1,1,0,24843.582071459135,0,1,0,0.5124471802768806,7,0,29.337246194902736
0,1,1,1,1,43693.4424989312,0,1,0,0.7339424149938982,0,1,11.290886034361328
1,1,1,1,1,24887.728573547334,0,1,0,0.9915727318438784,0,0,1.7886095437769693
0,1,1,0,0,47472.326692589726,0,1,0,0.7481611681646012,0,2,25.665743483820442
1,1,1,1,1,21281.700903763576,0,1,0,0.8873949834008443,0,0,1.2030820216352156
1,0,1,1,1,26220.820849234547,0,1,0,0.7331902822064074,0,1,9.569736001798754
1,1,1,1,1,30194.200672111678,0,1,0,0.6239541905902488,2,0,7.70534795033204
1,1,1,1,1,21129.220400446306,0,1,0,0.7165193217297905,0,0,2.479134040529715
1,1,1,1,1,49404.535993273086,0,1,0,0.6665242496925888,3,0,5.621394760920398
1,1,1,1,1,11247.127733365309,0,1,0,0.8608705935905152,0,0,0.0
1,1,1,1,1,13464.911920874669,0,0,1,0.7191654030073367,0,0,15.173666545658708
1,1,1,1,1,18552.33838719772,0,1,0,0.7147669178292437,0,0,0.0
1,0,1,1,1,37932.38679206321,0,0,1,0.7064019093818078,0,1,18.916228353651068
1,1,1,1,0,34243.811292428516,0,1,0,0.6468279513280749,10,0,34.0432932090191
1,1,1,1,0,5519.9771187629385,0,1,0,0.923215358945933,0,0,12.66703001944057
1,1,1,1,1,22844.37988891612,0,1,0,0.6865169650153119,7,0,23.666807162612372
1,1,1,1,1,19364.071906243687,0,1,0,0.9242314400284967,0,0,3.1047895401795795
1,1,1,1,1,20278.11698858424,0,1,0,0.9679349067319711,0,0,0.7782855248072789
1,1,1,1,1,46293.135562723495,0,1,0,0.98919644170017,0,0,0.0
1,1,1,1,1,28008.934341620632,0,1,0,0.8620923236931145,0,0,0.0
1,1,1,1,1,24008.00093093391,0,1,0,0.539514990107901,8,0,22.192086693844452
1,0,1,0,1,22703.46590450171,0,1,0,0.5521055332973728,4,2,28.10068552619026
0,1,1,1,1,26851.097814467605,0,1,0,0.7663696189596748,0,1,10.335189203598674
1,0,1,1,1,6290.448408584377,0,1,0,0.5882466690467154,6,1,24.83349481784191
1,1,1,1,1,24219.184368998274,0,1,0,0.6474268277969067,6,0,16.343001360292934
1,1,1,1,1,3513.1403912547453,0,1,0,0.7114258119367958,0,0,0.0
1,0,1,0,1,29784.85364910053,0,1,0,0.9492166472015074,0,2,18.22634612028917
1,1,1,1,1,7953.391857227302,0,1,0,0.5693791005351556,7,0,20.52550758516626
1,1,1,1,0,2861.318124307891,0,1,0,0.946615183781417,0,0,9.95764556969894
1,1,1,0,1,19910.75078660321,0,1,0,0.7484029347700916,0,1,3.416678739212103
1,1,1,1,1,41784.46574030473,0,1,0,0.7979377385644766,0,0,4.447728387745155
1,1,1,1,1,24119.192459927912,0,1,0,0.6165536761789479,10,0,20.303592618855035
1,0,1,1,1,47608.58669277132,0,1,0,0.7109513270206871,0,1,8.86371794887198
1,1,1,1,0,6845.531516638509,0,1,0,0.56800386864644,1,0,22.011334999237402
1,1,1,1,1,5154.524390549411,0,1,0,0.7535942787529495,0,0,0.0
1,1,1,1,1,36232.791039424126,0,1,0,0.8209880342188529,0,0,0.0
1,0,1,1,1,1563.7216305140566,0,1,0,0.6783296351303092,3,1,20.031557855389075
1,0,1,1,0,45465.090446766444,0,1,0,0.8862979657888388,0,1,21.160308160748937
1,1,1,0,1,47946.62020528139,0,1,0,0.7696487232565417,0,1,7.733919804207118
1,1,0,1,1,0.0,1,1,0,0.926440311129979,0,1,35.76635088676499
1,1,1,1,1,9180.031782256516,0,1,0,0.923687284865579,0,0,0.0
1,1,1,1,1,16983.82557244615,0,1,0,0.79703905838632,0,0,2.0837900004612075
1,1,1,1,1,37868.81753842725,0,1,0,0.9177091668537505,0,0,0.0
1,1,1,1,1,30908.36295075395,0,1,0,0.5566971379270155,10,0,19.23653163146226
1,1,1,1,1,36841.265595032324,0,1,0,0.5562448719452796,3,0,9.936042799020669
1,1,1,1,1,49221.6825408134,0,0,1,0.5181827021215017,6,0,30.26933788072306
1,1,1,1,1,1663.4000121721922,0,1,0,0.7342300119532046,0,0,0.0
1,1,1,1,0,30308.817022565974,0,1,0,0.6335626773820111,2,0,22.290875886481587
1,1,1,1,1,38685.60470498731,0,1,0,0.8938085250805704,0,0,1.3857036242863687
1,1,1,1,1,37226.99754160607,0,1,0,0.9978637992905337,0,0,0.0
1,1,1,1,1,24722.306801180664,0,1,0,0.9636983331210025,0,0,0.0
1,1,1,1,1,25025.987919662937,0,1,0,0.92429182183978,0,0,0.0
1,1,1,1,0,11237.966785903438,0,1,0,0.5539578847775783,1,0,16.80458267808929
0,1,1,1,1,45562.662637925285,0,1,0,0.8971075235606878,0,1,10.877590345577392
1,1,1,0,0,40132.310230174204,0,1,0,0.674460886923024,5,1,26.293503626696747
1,1,1,0,1,13665.37404081959,0,1,0,0.5338572034274695,6,1,32.381207460468886
1,1,1,1,1,8366.68206055066,0,1,0,0.8206552380092871,0,0,0.0
1,1,1,1,1,21345.017543253263,0,1,0,0.9819820328859183,0,0,0.0
1,1,1,1,0,42140.50495732791,0,1,0,0.7073877510130729,0,0,10.914369843309242
1,1,1,1,1,33487.83685659459,0,1,0,0.7216455434139435,0,0,3.3809200245285282
1,1,1,1,1,40232.56130943733,0,1,0,0.8331722006233793,0,0,4.282285951026623
0,1,1,1,0,43912.25086727487,0,1,0,0.79683796653942,0,1,21.428118600572457
1,1,1,1,0,39855.81575445927,0,1,0,0.7674380068920124,0,0,11.377670853334957
1,1,0,0,1,0.0,1,1,0,0.7141355701139394,0,2,43.695191925343224
1,1,1,1,1,13175.990694440034,0,1,0,0.6187322244472102,9,0,15.252833757300966
1,1,1,1,1,24526.537199135884,0,1,0,0.6628523887395698,6,0,21.076159658771033
1,1,1,1,1,15172.790314153846,0,1,0,0.6093515564329719,7,0,17.582500581314285
1,1,1,1,1,6636.236500155607,0,1,0,0.6380483793564784,1,0,5.4706539741697355
1,1,1,1,1,13085.510316512062,0,1,0,0.5621689931462865,4,0,11.075470867160918
1,1,1,1,1,33130.91359216092,0,1,0,0.9584282350979543,0,0,4.996729736611044
1,1,1,1,1,9166.035019205767,0,1,0,0.6290865706387434,2,0,11.435764554174902
1,1,1,1,1,3868.1694655914057,0,1,0,0.533695728920299,0,0,12.09802679877393
1,1,1,1,1,3683.1170565705884,0,1,0,0.6064160129350589,7,0,23.995319746785164
1,0,1,1,1,44099.13738920313,0,1,0,0.986940081635636,0,1,9.571231900920534
1,1,1,1,1,20945.985905050024,0,0,1,0.9444389014131293,0,0,10.696190884504645
1,1,1,1,1,26892.652331614358,0,1,0,0.6808383709276786,7,0,16.86184788642277
1,1,1,1,1,4617.163370251473,0,1,0,0.86955786031541,0,0,0.3689839699043578
1,1,1,1,1,2861.5664913222695,0,1,0,0.7993019804887643,0,0,2.52830806586437
1,1,1,1,1,41375.30780686741,0,1,0,0.6220383132279441,3,0,14.244852772136456
1,1,1,1,0,26681.120260291525,0,1,0,0.6265096550582381,7,0,28.245291492873793
1,1,1,1,1,6580.373870864703,0,1,0,0.6153201798378374,2,0,5.210580969122335
1,1,1,1,1,49318.11251997534,0,1,0,0.9910412905826205,0,0,0.0
1,1,1,1,1,30601.862601599874,0,0,1,0.606447156813866,1,0,29.400781239101622
1,1,1,1,1,3342.2816633938787,0,1,0,0.685576365854518,0,0,5.260550357601325
1,1,1,1,1,44872.182838562454,0,1,0,0.6125804593543513,5,0,5.113948110515385
1,1,1,1,0,13882.692616973445,0,1,0,0.9114755374168466,0,0,8.479113735161187
1,1,1,1,0,33368.93931646879,0,1,0,0.9540636823172928,0,0,11.774112148936258
1,1,1,1,1,39620.408939733476,0,1,0,0.9553681700365431,0,0,0.0
0,1,1,1,1,34512.634948135346,0,1,0,0.7480570119379109,0,1,3.527325677482882
1,1,1,1,1,22381.87431400488,0,1,0,0.8263079436429763,0,0,4.602153250362415
1,1,1,1,1,9485.601539165065,0,1,0,0.6705990838947329,0,0,11.9997561491664
1,1,1,1,1,1807.6065706322993,0,1,0,0.7466455146008694,0,0,0.0
1,1,1,1,0,45840.42668660224,0,1,0,0.5594508770168922,9,0,26.1273138310672
1,1,1,1,1,39048.68238139246,0,0,1,0.5150534124633173,9,0,38.114859154323945
1,0,1,1,1,36419.64705238024,0,1,0,0.9295587541749167,0,1,5.326703857708665
1,1,1,0,1,40812.85692450186,0,1,0,0.865858662106866,0,1,6.132578411379217
1,1,1,1,0,43332.313831549865,0,0,1,0.5594069256426486,9,0,44.413989320680756
1,1,1,1,1,47857.06888910054,0,0,1,0.6457378035574272,0,0,20.521642863468493
1,1,1,1,0,22997.011378456176,0,1,0,0.7298789668618547,0,0,5.166284276223548
1,1,1,1,1,2768.1792342596127,0,1,0,0.9432007575991148,0,0,0.0
1,1,1,1,1,4945.814651813603,0,1,0,0.6420984713472122,4,0,13.182956735737157
1,1,1,1,1,13524.257289377221,0,1,0,0.8635432559860514,0,0,1.9371057990529401
1,1,1,1,1,49698.222945980706,0,1,0,0.8068205495009664,0,0,0.0
1,1,1,1,1,35721.20991788632,0,0,1,0.9194415706846721,0,0,12.183165627421912
1,1,1,1,1,21832.371573741835,0,1,0,0.6761027442320475,0,0,10.806837122421042
1,1,1,1,0,47566.93671791162,0,1,0,0.84383173144794,0,0,13.615843196737774
1,0,1,1,1,36748.99757295899,0,1,0,0.6153683278291366,2,1,14.982006226143994
0,1,1,0,1,34436.99316227675,0,1,0,0.7831200604441857,0,2,17.34338238581227
1,1,1,1,1,46860.637926684816,0,1,0,0.5889061212613702,2,0,14.011092989770383
1,1,1,1,1,46078.68454978854,0,1,0,0.9380567996757132,0,0,0.0
1,0,1,1,1,27294.23991812188,0,1,0,0.9670503651774036,0,1,11.753853900544147
1,1,1,1,1,9835.658162004695,0,0,1,0.5516632666288255,1,0,29.994925330651185
1,1,1,1,1,40245.798704613844,0,1,0,0.6209333699412639,7,0,19.73147694745898
1,1,1,1,0,7690.374883243245,0,0,1,0.5307696197034966,6,0,41.35280015051192
1,1,1,1,1,17463.628824204876,0,1,0,0.7628291308977144,0,0,4.14309455091648
1,1,1,1,1,34813.62344370771,0,1,0,0.763418127352568,0,0,1.9265780841755316
1,1,1,1,1,48589.41831894613,0,1,0,0.5900712421325998,3,0,13.605846607998703
1,1,1,1,1,14951.406255860524,0,1,0,0.9571819087015125,0,0,0.0
1,1,1,1,1,11654.286211903855,0,0,1,0.8125200589346977,0,0,16.049120178012
1,1,1,1,1,33447.89542664235,0,1,0,0.9794951456570444,0,0,0.0
0,1,1,1,0,47731.83608492151,0,1,0,0.8460853878631176,0,1,19.828667839437966
1,1,1,1,0,42893.33069375639,0,1,0,0.7015833364083286,0,0,10.812342579568275
1,1,1,1,1,33536.47610823314,0,1,0,0.9408175449101048,0,0,0.0
1,1,1,1,1,14932.317611494684,0,1,0,0.9401709484871208,0,0,0.0
1,1,1,1,1,6018.449869590193,0,1,0,0.6734454535255501,1,0,12.527830745694512
1,1,1,0,1,243.34631499189615,0,1,0,0.9672115713383774,0,1,11.95193278672231
1,1,1,1,1,90.7396320760423,0,1,0,0.5713458607133886,4,0,6.905581810362787
1,1,1,0,1,40688.46639815839,0,1,0,0.532755772228299,5,1,13.287506019260558
1,1,1,1,1,12171.316475783215,0,1,0,0.7550552323243791,0,0,0.0
0,1,1,1,1,14180.993195151259,0,1,0,0.7659076460877713,0,1,4.5127393155053666
1,1,1,1,1,38719.58322565568,0,1,0,0.8312662015698231,0,0,0.0
1,1,1,1,1,2125.445495329507,0,1,0,0.7646247358464275,0,0,1.7316761278212658
0,1,1,1,1,1033.9336242752795,0,1,0,0.5658960247720635,3,1,16.91919675105912
1,1,1,1,0,26014.974231383,0,1,0,0.8538457514906694,0,0,13.2964225842284
1,1,1,1,1,42242.0372254521,0,1,0,0.5426632327028189,10,0,22.17856762218763
1,1,1,1,1,31557.898818186248,0,1,0,0.9383963022889347,0,0,0.0
1,1,1,1,1,30019.39622394696,0,1,0,0.670350805524665,4,0,6.513478814772689
1,0,1,1,1,14867.56824052035,0,1,0,0.776689065943936,0,1,8.255246879768587
1,1,1,1,1,7201.996150870507,0,1,0,0.917121884530882,0,0,1.580077324620036
1,1,1,1,1,14043.781762228622,0,1,0,0.9136660649495745,0,0,1.4436608941809324
1,1,1,1,1,14171.996998974597,0,1,0,0.5393295590701846,5,0,11.684695193605616
1,1,1,1,1,6583.03901736134,0,1,0,0.6993602575063372,6,0,22.479070986057234
1,1,1,1,1,14210.09556560573,0,1,0,0.9225753306488762,0,0,0.0
1,0,1,1,1,35564.489785734426,0,1,0,0.9199480836898168,0,1,11.698260145544987
1,1,1,1,1,16659.003945454948,0,1,0,0.8723624461782368,0,0,1.5382128887336872
1,1,1,1,1,5323.039979975101,0,1,0,0.7692585072496839,0,0,0.0
1,1,1,1,1,31728.36785075588,0,1,0,0.5394333556370914,4,0,10.207445625942997
1,0,1,1,1,29228.49562099148,0,1,0,0.7472994738596637,0,1,2.6858258628457925
1,1,1,1,1,13675.214902308091,0,1,0,0.9588948554338748,0,0,2.8338825626668918
1,1,1,1,1,25168.609812536648,0,1,0,0.9790906598699884,0,0,1.646778389679337
1,0,1,1,0,29345.038540329773,0,1,0,0.7407695330378794,0,1,19.486887509284514
1,1,1,1,0,47754.26202024129,0,1,0,0.6080947031038976,1,0,15.325717779002156
0,1,1,1,1,24508.521784975594,0,1,0,0.9363863996497896,0,1,9.278524277611936
1,1,1,1,0,46943.52930485118,0,1,0,0.9959933761634048,0,0,11.680409008998344
1,1,1,1,1,3957.6729456160283,0,1,0,0.6663623741225773,8,0,23.97720315916917
1,0,1,0,0,15194.061855985143,0,1,0,0.6187656629535829,4,2,31.575941450541052
1,1,1,1,0,37042.96080015482,0,1,0,0.5708732892835401,7,0,25.436803758503235
1,1,1,1,1,44685.914341338714,0,0,1,0.5581817345418552,10,0,32.990013104393284
1,1,1,1,1,5111.032872102399,0,1,0,0.6421502617069104,1,0,13.37153136722665
1,1,1,1,1,41151.81833946185,0,0,1,0.7385303852142677,0,0,13.295536178095073
1,1,1,1,1,2057.257709431915,0,1,0,0.5930743937841325,10,0,20.156733946171055
1,1,1,1,1,12547.105860742016,0,1,0,0.5673045562301477,6,0,18.950992215335468
1,1,1,0,1,45572.44170171103,0,1,0,0.8324661969650312,0,1,8.794617255067525
1,1,1,1,1,42931.50588909106,0,1,0,0.9248788469356248,0,0,0.0
1,1,1,1,1,22112.027142826213,0,1,0,0.6934535971392122,1,0,9.652657352671197
1,1,1,1,1,49722.07546911248,0,1,0,0.9773068406763772,0,0,2.8681106298371493
1,1,1,0,1,28298.14903408702,0,1,0,0.7338147746184385,0,1,9.172640832621541
1,1,1,1,1,44051.58507339881,0,1,0,0.5616656816542234,9,0,15.43177268537912
1,1,1,1,1,27355.639867383197,0,1,0,0.5432853937849174,1,0,10.79885669868375
1,1,1,1,1,95.95277316925869,0,1,0,0.6623023111797497,3,0,7.712653269207076
1,1,1,1,1,4697.31935827114,0,1,0,0.6837663729614464,4,0,7.588864749784289
1,1,1,1,1,15191.277776097493,0,1,0,0.788950300066674,0,0,0.0
0,1,1,1,1,45121.48511043966,0,1,0,0.9987805081471495,0,1,7.448407102541425
1,0,1,1,1,38395.51233711034,0,0,1,0.8873905869697256,0,1,26.54738940310439
1,1,1,1,1,48092.92493878033,0,1,0,0.9990255130510011,0,0,0.0
1,1,1,1,1,39923.994174287574,0,1,0,0.5301095355400678,6,0,19.06226286428677
1,1,1,1,1,46054.60458129741,0,1,0,0.9889561504169464,0,0,0.0
1,1,1,1,1,5450.087160215086,0,1,0,0.7072645689886179,0,0,4.479342569537472
1,1,1,1,1,24618.09053883799,0,1,0,0.5242037264749917,8,0,23.636347960423258
1,1,1,1,1,38084.00248042547,0,1,0,0.9158467376369253,0,0,0.0
1,1,1,1,1,3769.344091373587,0,1,0,0.8826954657189623,0,0,0.0
1,1,1,1,1,4107.724007964073,0,1,0,0.9111657351013563,0,0,0.7146899957462445
1,1,1,1,1,46398.90616459548,0,1,0,0.6355615884565459,7,0,22.729369875269946
1,1,1,1,1,22309.802580072257,0,1,0,0.5929009568537738,10,0,21.682111406559876
1,1,1,0,1,28587.113041405693,0,1,0,0.9801565629315706,0,1,4.273365341027735
1,1,1,1,1,38249.035570301465,0,1,0,0.9376958330493519,0,0,0.0
1,1,1,1,1,5433.122486966082,0,1,0,0.9866480182751914,0,0,0.0
1,1,1,1,1,39019.46156432341,0,1,0,0.6949347753219608,0,0,7.164343902773802
1,1,1,1,1,32817.405302703286,0,1,0,0.6457889705976777,0,0,10.27283113253749
1,1,1,1,1,1490.2655717529526,0,1,0,0.9046443442596764,0,0,0.0
1,1,1,1,1,29626.384118373488,0,1,0,0.7395104135864063,0,0,0.0
0,1,1,1,1,49790.39820294042,0,0,1,0.6307491451095,5,1,34.33355555825084
1,1,1,1,1,26787.3593412663,0,1,0,0.899426557727881,0,0,2.023970519520917
0,1,0,1,1,0.0,1,1,0,0.9441017147814199,0,2,38.58793811649638
1,1,1,1,1,47801.009243980196,0,1,0,0.7877354790419283,0,0,0.2671988249585233
1,1,1,1,1,36238.94233970053,0,1,0,0.8302523847188938,0,0,0.8519180097501771
1,1,1,1,1,26955.95110038947,0,1,0,0.5053301445769112,10,0,15.264400929196546
1,1,1,1,0,14689.495458579539,0,1,0,0.7776029542537531,0,0,8.546973196118051
1,1,1,1,1,38009.545146896126,0,1,0,0.8080677143356148,0,0,0.0
1,1,1,1,0,37419.74842814714,0,1,0,0.8825085986754153,0,0,8.424379157042742
1,1,1,1,1,3029.321693277444,0,1,0,0.9382525465799616,0,0,1.7523874561750938
1,1,1,1,1,28395.688871400605,0,1,0,0.8039343467871132,0,0,0.0
1,1,1,1,1,14001.297046339643,0,1,0,0.7011639007992544,0,0,0.0
1,1,1,1,1,29829.069676081515,0,1,0,0.6057793098666604,9,0,16.17235402732744
1,1,1,1,1,19716.95040744246,0,1,0,0.7568352736387677,0,0,0.0
1,1,1,1,1,46477.29390334581,0,1,0,0.9732169588502396,0,0,0.0
1,1,1,1,1,7772.659111658529,0,1,0,0.9362375216574131,0,0,0.0
1,1,1,1,1,33018.48705225432,0,1,0,0.5938677142831099,6,0,24.830342418354693
1,1,1,1,1,44098.28609610824,0,0,1,0.7010720644398385,0,0,11.557761202106068
1,1,1,1,1,20731.500845651342,0,1,0,0.8979307377199133,0,0,0.0
1,1,1,1,1,21812.125029976676,0,1,0,0.6460556854898847,9,0,23.40089319140894
1,1,1,1,1,699.3476552635336,0,1,0,0.9867264719730123,0,0,0.6849937255370389
1,1,1,1,1,7471.182380710551,0,1,0,0.8825160091598755,0,0,4.114279406421851
1,1,1,1,1,33216.513411480744,0,0,1,0.97442070684114,0,0,18.917046389461387
1,1,1,0,0,9121.969841677312,0,1,0,0.7220291731437388,0,1,20.29097678507521
1,1,1,1,1,27851.302336757173,0,1,0,0.7681750876793738,0,0,4.368633952312241
1,1,1,1,1,17272.42847077091,0,1,0,0.7356904677940679,0,0,1.5199584588264852
1,1,1,1,1,15227.99798680368,0,1,0,0.5687713583652876,4,0,6.430209860880795
1,1,1,1,0,23123.58113899941,0,1,0,0.655084046446554,3,0,20.804194088159875
1,1,1,1,1,19090.398321375316,0,1,0,0.8330799334040926,0,0,4.920266152471335
1,1,1,1,1,35970.814369167834,0,1,0,0.6431562806898028,3,0,8.78494330930894
1,1,0,1,1,0.0,1,1,0,0.772018994923971,0,1,35.50830822321227
1,1,1,0,1,2400.8111909595286,0,1,0,0.674347998919638,2,1,16.436284401375577
1,1,1,1,1,1437.379528265039,0,1,0,0.5240063023891492,0,0,7.600497307890355
