has_company,has_employee,has_gross,has_net,has_date,gross_pay,net_pay,tax_error,text_quality,missing_fields_count,has_federal_tax,has_state_tax,has_social_security,has_medicare,total_tax_amount,tax_to_gross_ratio,net_to_gross_ratio,deduction_percentage,risk_score
1,1,1,1,1,6276.234830513711,3511.046776684409,0,0.8503247189402399,0,1,0,1,1,827.3350229962151,0.13182027845323588,0.5594192810655284,0.44058071893447154,47.29299804912291
1,1,1,1,1,3036.489761436236,780.0359807024449,0,0.6609665005643323,0,0,0,1,1,412.78300965905004,0.13594085344908485,0.2568874068369965,0.7431125931630034,35.6042408246937
1,0,1,0,0,0.0,0.0,1,0.7650483381466837,3,0,1,0,0,0.0,0.0,0.0,0.0,99.25628632554607
1,1,1,1,1,4941.094409762585,4306.725173195791,0,0.9868402895803334,0,1,1,1,1,1204.981798499965,0.24386941405514717,0.8716136175594195,0.12838638244058057,0.03666234795303591
1,1,1,1,1,7606.971146034847,616.8003931834489,0,0.8485432385884052,0,1,0,1,1,1796.3769654888008,0.23614878129584688,0.08108357207388091,0.918916427926119,6.832476344370145
1,1,1,1,1,9976.545434957592,3141.8872660482252,0,0.8642226644566575,0,1,1,1,1,2449.3719983917076,0.24551303999570462,0.31492737506503227,0.6850726249349678,9.745137375910303
1,1,1,1,1,8611.051547498842,4579.170684256342,0,0.8018511852621106,0,1,1,0,1,813.0368465631585,0.09441783527579886,0.5317783384523349,0.4682216615476651,34.134530654764234
0,1,1,1,1,7351.291884369727,8102.654879959464,1,0.3079468108443811,1,0,1,0,0,175.79808606855102,0.023913903683015478,1.0,-0.10220829310114597,95.8881095088504
1,1,1,1,0,5300.796703141739,3448.339703922738,0,0.8655619660170129,1,0,0,1,1,486.7645355933625,0.09182856141320438,0.6505323439170823,0.3494676560829177,71.09960392874927
1,1,1,1,1,4297.700801031215,3001.5911688463652,0,0.9798936321659506,0,1,1,1,1,787.8231999302727,0.18331271449637396,0.6984179001307272,0.3015820998692728,1.5737097823145305
1,1,1,1,1,4603.0120492818605,3383.092117579585,0,0.7705519816473726,0,1,1,1,1,1341.4332426105161,0.29142509909783965,0.7349735523954144,0.2650264476045856,9.6519837747401
1,1,1,1,1,1756.15055735731,608.3037728051768,0,0.9496534089834643,0,1,1,1,1,507.7728561194468,0.28913970615569173,0.34638475058799306,0.653615249412007,9.911979893922666
1,1,1,1,1,2521.23214654444,795.4318902843276,0,0.7846156670773317,0,1,0,1,1,474.3806621583792,0.18815429702043013,0.31549331598620683,0.6845066840137932,32.014228059429946
1,1,1,1,1,5595.661772023539,540.1061714669918,0,0.7810167034642294,0,1,1,1,1,1278.665751143961,0.22851019293854882,0.09652230486255339,0.9034776951374466,13.927185303673914
1,1,1,1,0,6801.875859680708,1348.0387171930233,0,0.5658221432514575,1,1,1,1,1,1626.2871063281852,0.23909391172048322,0.1981863158049907,0.8018136841950093,27.760047948948916
1,1,1,1,1,2692.0669307414146,539.488542285263,0,0.8784996579280067,0,1,0,1,1,536.9931239113156,0.19947242684765784,0.20039937942281544,0.7996006205771845,5.381696702025182
1,1,1,1,1,5216.363793900441,2028.1280010474663,0,0.779095608240931,0,1,0,1,1,764.1894208270521,0.1464984903316422,0.3888011038300246,0.6111988961699754,19.073643769737835
1,1,1,1,1,2420.748656022436,1898.5877923347307,0,0.7486203011752208,0,1,1,1,0,473.3676640796735,0.19554597826668635,0.7842977781321276,0.21570222186787238,60.63968935793194
1,1,1,1,1,7370.522706744873,4600.7008920660155,0,0.9851073529739468,0,0,1,1,1,1177.5125659985051,0.15975970943294784,0.6242027974292579,0.3757972025707421,4.312870135236004
1,0,0,1,1,0.0,0.0,0,0.2508789265582076,2,0,0,0,1,0.0,0.0,0.0,0.0,83.5520779618345
1,1,1,1,1,5208.6665684655745,4333.580525398335,0,0.7933279036373748,0,1,0,1,1,1115.6668029407351,0.2141943217665784,0.8319942289327551,0.16800577106724485,7.037856434176142
1,1,1,1,1,1973.8244264372856,502.46134131537065,0,0.9759121865140383,0,1,1,1,1,538.260689384376,0.272699375980429,0.25456232813082746,0.7454376718691725,11.005206696090207
1,1,1,1,1,6235.050621624012,1936.4685454178198,0,0.7484196883090628,0,0,1,1,1,929.4753217267614,0.1490726183526423,0.3105778385666799,0.68942216143332,56.9754990859238
0,1,1,0,0,0.0,0.0,0,0.8899880020473894,3,0,0,1,0,0.0,0.0,0.0,0.0,82.92407216754997
1,1,1,1,1,3975.01384551958,3330.141583578588,0,0.8472723588523009,0,1,1,1,1,755.7127389805763,0.1901157501205624,0.8377685494937691,0.1622314505062309,0.0
1,1,1,1,1,1356.1923195939912,709.5661878860801,0,0.9472546559132995,0,0,1,1,1,52.415178586695816,0.0386487799919023,0.5232046942269263,0.47679530577307366,69.08458580525621
0,1,0,1,1,0.0,0.0,0,0.43912267342642897,2,0,1,0,0,0.0,0.0,0.0,0.0,38.600357910991285
1,1,1,1,0,4813.714840151866,973.9565944654552,0,0.8666444132052185,1,1,1,0,1,697.3779577142874,0.14487313454826212,0.20232951614448524,0.7976704838555148,45.0044589677985
1,1,1,1,1,5069.419217271399,5093.564942069063,1,0.8396200866868762,0,1,0,1,1,307.3809002907042,0.060634342341123464,1.0,-0.004763015991141582,56.752804621664936
1,0,1,1,1,6248.6919806680835,2401.936376817903,0,0.6170525047773965,1,1,0,1,1,1302.0483473022216,0.20837134416777767,0.3843902666748342,0.6156097333251658,35.18577392217397
0,1,0,1,1,0.0,0.0,0,0.7058680305880942,2,1,1,1,1,0.0,0.0,0.0,0.0,27.465125856632547
1,1,1,1,0,5234.131057391864,6213.249623208847,1,0.6484565848745288,1,1,1,1,0,681.2460440368687,0.13015456368345688,1.0,-0.18706420513376912,80.56758781613584
0,0,1,1,1,7354.028454857549,8222.524501349635,1,0.9732333756159444,2,1,0,0,0,273.6121990986742,0.037205757467248496,1.0,-0.11809799918824343,92.60339975472684
1,1,1,1,0,9122.285229029052,6761.077341459096,0,0.4444916949717157,1,0,1,1,1,940.2541180081367,0.10307221210492828,0.7411604846496039,0.258839515350396,28.14662638283013
1,0,1,0,1,0.0,0.0,0,0.5787531498666041,2,1,0,1,1,0.0,0.0,0.0,0.0,73.35557998712089
1,0,1,1,0,3546.546301470277,3152.082776053121,0,0.3377451952355407,2,0,0,1,1,56.49217546028916,0.015928785544649292,0.8887753064851783,0.11122469351482164,73.89157535891869
1,1,1,1,0,7601.842811128029,7895.848231869828,1,0.4483388483492355,1,1,1,1,1,1187.0259603253176,0.15614976392141106,1.0,-0.03867554592307752,86.50421502475592
0,0,1,1,1,8272.21529157243,697.3322832850876,0,0.9176939637754855,2,1,1,1,1,582.7319912687523,0.07044449046949107,0.08429813039265505,0.915701869607345,33.66406118926534
1,1,1,1,1,2123.4186981404005,1134.0233817496323,0,0.9712807715012668,0,1,1,1,1,572.343148219466,0.26953852705578024,0.5340554751367508,0.4659445248632492,0.0
1,1,1,1,1,8720.318719894873,5748.2844711135385,0,0.7004459939503712,0,1,1,1,1,1439.7123044500038,0.16509858764283333,0.6591828413334457,0.34081715866655427,5.65363504501637
1,1,1,1,1,3236.9350796105264,1449.5153029219123,0,0.7981423583002402,0,1,1,1,1,550.4965384477795,0.17006721633540337,0.44780487321244655,0.5521951267875534,45.9945595951957
0,1,0,1,1,0.0,0.0,0,0.898209385907834,2,1,1,1,0,0.0,0.0,0.0,0.0,86.35877363198202
1,1,1,1,1,8957.553775130975,6296.047635935792,0,0.990189920891775,0,1,0,1,1,1529.1663099463008,0.17071249007644854,0.7028757843927912,0.2971242156072088,0.6043258176392561
1,0,1,1,1,5932.594463268713,7050.050694684823,1,0.7761267496523316,1,0,0,1,1,87.11690252921315,0.014684452657027544,1.0,-0.18835877596804732,100.0
1,1,0,1,1,0.0,0.0,1,0.6978265217423831,1,0,0,0,1,0.0,0.0,0.0,0.0,93.43701294274095
0,1,1,0,0,0.0,0.0,1,0.3588115842515846,3,0,1,1,1,0.0,0.0,0.0,0.0,75.15595981308323
1,1,1,1,1,9754.484033911738,11606.967530262142,1,0.9587170161377675,0,0,1,1,1,538.2121857099261,0.055175874381342596,1.0,-0.18991096709064187,55.21903191508662
1,1,1,1,1,3322.811508396661,985.2631101950517,0,0.4522982127452491,0,1,0,1,1,579.3121212161494,0.17434396135689378,0.2965148964078512,0.7034851035921489,33.166899636258314
1,1,1,1,1,2541.928624603145,2799.6503719770103,1,0.4189676103517228,0,0,0,1,1,120.17884697398304,0.04727860798717186,1.0,-0.10138827065378421,70.6497341318495
1,1,1,1,0,2456.062728440615,1239.5558042675743,0,0.9287291379885564,1,0,1,0,1,230.08773968831915,0.09368154038736817,0.5046922417387051,0.495307758261295,51.59116086434478
1,1,1,1,1,3996.0556152753143,507.4336920803557,0,0.7577175221529969,0,1,1,1,1,1137.3637983552544,0.2846216138753349,0.12698364110365248,0.8730163588963475,19.369694545195657
1,1,1,1,0,1155.2446085537615,720.4402678286069,0,0.9943209151235202,1,0,1,1,1,57.94726588068001,0.050160169934247587,0.623625734752849,0.376374265247151,57.965812082319395
1,1,1,1,0,7295.325980739906,3408.6293775505396,0,0.5234586966310768,1,0,0,1,1,686.4167124621923,0.09408993022030451,0.46723469061554257,0.5327653093844574,30.279963374308934
0,1,1,1,1,7430.15076769205,3644.420280954859,0,0.819554378906596,1,1,1,1,1,1261.4259589318024,0.16977124669081592,0.49049075784593904,0.509509242154061,19.01151979646
1,1,1,0,1,0.0,0.0,0,0.5034460086095148,1,0,1,1,0,0.0,0.0,0.0,0.0,33.748316142291785
1,0,1,1,1,7281.333939691801,4392.806507704319,0,0.9361919526863862,1,1,0,1,1,1831.275126685892,0.25150269742516507,0.6032969431271895,0.3967030568728105,12.93163931445999
1,1,1,1,1,8604.734124837512,2479.2361467258875,0,0.721974833763323,0,1,0,1,1,1879.978628750749,0.21848189629987547,0.2881246661148527,0.7118753338851473,15.2181697222592
1,1,0,1,1,0.0,0.0,0,0.9177519070335814,1,1,1,1,1,0.0,0.0,0.0,0.0,2.4155961399659
1,1,1,1,1,6798.023140153127,6043.00557440159,0,0.6485673393455267,0,1,1,1,1,352.66146101384413,0.051877060984217294,0.8889357170186787,0.1110642829813213,67.80495999479095
1,1,0,1,1,0.0,0.0,0,0.6831401411672888,1,0,0,0,1,0.0,0.0,0.0,0.0,95.9462557993714
1,1,1,1,1,2875.8618183086287,2191.919924932331,0,0.9232169765599205,0,1,1,1,1,438.84943498820184,0.1525975386558388,0.7621784575941336,0.23782154240586642,2.8814861637226734
1,1,1,0,1,0.0,0.0,0,0.9704637202542958,1,1,1,1,1,0.0,0.0,0.0,0.0,3.6888862332444345
1,1,0,1,1,0.0,0.0,1,0.6249117374583533,1,1,0,1,1,0.0,0.0,0.0,0.0,50.55111142740641
1,1,1,1,1,9195.044601914724,7930.885303946782,0,0.41752592126411353,0,0,0,0,1,615.6220942500287,0.06695150713263914,0.8625173283330566,0.13748267166694333,25.422416005332323
1,0,1,1,1,7685.229921644447,3797.0647210184275,0,0.5205684935182507,1,0,0,1,0,507.31036199052767,0.06601108453004825,0.4940730153465533,0.5059269846534468,73.45544606127396
1,1,1,1,1,4190.741001711933,775.4508772714108,0,0.8066242307058142,0,1,1,1,1,969.7259844908692,0.23139725983894796,0.1850390842465894,0.8149609157534106,8.740007732879295
0,1,0,1,0,0.0,0.0,0,0.6945237411132983,3,0,1,1,0,0.0,0.0,0.0,0.0,72.49467809554562
1,1,1,1,0,6361.771072441328,2148.0215595202717,0,0.9104586795890255,1,1,1,1,1,1840.4640721430121,0.289300581738276,0.3376452146832704,0.6623547853167296,20.396244319287057
0,0,0,1,1,0.0,0.0,0,0.8121412144744808,3,1,1,0,1,0.0,0.0,0.0,0.0,27.63423575607783
1,1,1,1,1,2724.9068675880508,2734.495567303284,1,0.7592462675131586,0,1,0,0,1,451.91879372059805,0.16584742733633814,1.0,-0.003518909152194545,67.4357897031599
1,1,1,1,1,8095.865678481062,2904.793603414995,0,0.8131751956277335,0,1,0,1,1,1980.6162869295445,0.2446453987241974,0.3587996291904869,0.6412003708095131,9.100424707966729
0,0,1,0,0,0.0,0.0,1,0.9182208440044777,4,1,0,1,1,0.0,0.0,0.0,0.0,67.97158547112879
0,0,1,1,0,3860.2117058157287,2148.7870785322,0,0.33932889846242553,3,0,0,1,0,330.1683739076801,0.08553115711510177,0.5566500602272343,0.4433499397727657,99.08494240450635
1,1,1,1,0,7940.759141872977,9158.534205671538,1,0.6772398728954296,1,1,0,0,0,445.1635369573447,0.056060576703544814,1.0,-0.1533575117997252,78.8823355935616
1,1,1,1,1,2371.420098262373,1216.6138634981087,0,0.809135977618882,0,1,0,0,0,102.33152341446488,0.04315200140601278,0.5130317755127262,0.48696822448727384,44.00337816590434
1,1,1,1,1,9944.410258960108,8897.559335780797,0,0.5461331886749577,0,0,1,1,1,575.1848790705053,0.05784001907526416,0.8947297128820608,0.10527028711793918,52.01536296078119
1,1,1,1,0,2260.7554933135443,1324.42088560043,0,0.594890826138512,1,0,1,0,0,152.06315731408412,0.06726209789772895,0.5858311035923892,0.4141688964076108,29.007847721557372
1,1,1,1,1,4614.4782039435495,3895.2067844102726,0,0.9393269127468937,0,1,0,1,1,1031.3517049162906,0.22350342971278828,0.8441272473844205,0.1558727526155796,2.068722006434413
1,1,1,1,1,3815.4377364938496,2877.8842034701297,0,0.8267072214685557,0,1,1,1,1,731.0428431651594,0.19160130335056716,0.7542736645768794,0.24572633542312064,0.6871692255815844
1,1,1,1,1,2928.480870837762,3397.463223185297,1,0.5480892301043336,0,0,0,1,1,333.1332558111313,0.1137563366483014,1.0,-0.16014526747220023,69.57006723454951
1,0,0,1,1,0.0,0.0,1,0.7859122501148528,2,1,1,1,1,0.0,0.0,0.0,0.0,98.86016424571157
1,1,1,1,0,1615.743925425151,1365.8871861799976,0,0.5678170360819189,1,1,0,1,0,292.4608067469907,0.18100690471111347,0.8453611767846142,0.1546388232153858,52.704841627469165
1,1,1,1,1,6304.530057749796,3599.1849969270106,0,0.9538367566741042,0,1,1,1,1,1430.3231551727254,0.22687228739825127,0.5708887044646158,0.42911129553538413,0.0
1,1,1,1,1,2528.85904274331,1804.4993726344587,0,0.8712907553052176,0,1,1,1,1,411.58584871255425,0.16275555171555364,0.7135626549896332,0.2864373450103668,4.502919590542259
1,0,0,0,1,0.0,0.0,1,0.7130837645897876,3,0,0,0,1,0.0,0.0,0.0,0.0,95.21447328547384
1,1,0,1,0,0.0,0.0,0,0.8172037897517372,2,1,0,0,1,0.0,0.0,0.0,0.0,88.42924266156294
0,1,0,1,0,0.0,0.0,0,0.5075780223152975,3,1,0,0,1,0.0,0.0,0.0,0.0,82.56135960876588
1,1,1,1,1,9525.255969649934,3915.2387869365502,0,0.9075348178602379,0,1,1,1,1,2685.3637969364245,0.2819203815091927,0.4110376455406101,0.5889623544593898,14.029213399203138
1,1,1,1,1,2266.232496352087,1107.8792419796032,0,0.9704811135056973,0,1,0,1,1,421.62039969854897,0.18604463592205286,0.4888638936044454,0.5111361063955546,13.0284186386912
1,1,1,1,1,1533.010188451744,1217.9660126383,0,0.902695721428323,0,0,1,1,1,115.7813692087726,0.07552550536256085,0.7944930971844217,0.20550690281557826,52.919841271804664
1,1,1,1,1,2032.8207001947378,1591.0612473099263,0,0.7623998766708349,0,1,1,1,1,552.2116124397568,0.27164796796237695,0.7826864647519123,0.2173135352480877,3.6626559341272147
1,1,1,1,1,8734.675283784785,10215.574685076072,1,0.9228108141645363,0,0,0,1,1,1579.3980670748751,0.18081932250039098,1.0,-0.16954258208550185,28.9400477016315
1,1,1,1,1,5841.5154808571,961.2893473930387,0,0.954335239993138,0,1,1,1,1,1097.2850194279724,0.18784252528711481,0.16456163653819386,0.8354383634618061,14.26359556249977
1,1,1,0,1,0.0,0.0,0,0.5926747172963169,1,1,1,1,0,0.0,0.0,0.0,0.0,33.972523739948365
1,1,0,1,0,0.0,0.0,0,0.4601021110879972,2,1,0,1,1,0.0,0.0,0.0,0.0,37.343052349027516
1,0,1,1,1,2814.428520395698,3035.0298179844176,1,0.4717302760947904,1,0,1,1,0,262.58842547676534,0.09330079750607644,1.0,-0.07838227050005307,94.7505641732769
1,1,1,1,0,4040.7310408753115,3373.4580360583996,0,0.7753724780215581,1,0,0,0,1,281.27660584149197,0.06961032619992477,0.8348632962533518,0.16513670374664824,65.26447014180044
1,1,1,1,1,1294.3755521890205,780.9675745988284,0,0.9296649879303349,0,1,0,1,1,199.55125755729802,0.15416797483529504,0.6033547012519455,0.39664529874805454,0.0
1,1,1,1,1,1016.3257019328629,616.3823227497107,0,0.7090264602338349,0,1,0,1,1,255.39331090478802,0.2512908120094546,0.6064810931943037,0.3935189068056963,9.964249682894442
1,1,1,0,1,0.0,0.0,0,0.756457338907618,1,1,0,1,1,0.0,0.0,0.0,0.0,9.267345939633419
1,0,0,0,1,0.0,0.0,0,0.6091489477021981,3,0,0,0,1,0.0,0.0,0.0,0.0,97.32832065023047
1,1,1,1,1,4658.799901589518,3309.0037291222898,0,0.645403282132853,0,1,1,1,1,660.2255187365691,0.14171579219603514,0.7102695541813898,0.28973044581861024,65.63946375813227
1,1,1,1,1,8714.766308357743,2393.7711664680273,0,0.7993320446132806,0,0,1,1,1,1119.6407141657553,0.12847627515748572,0.27467990325481517,0.7253200967451848,58.9654829425352
0,1,0,1,1,0.0,0.0,0,0.4497804932780582,2,0,0,0,1,0.0,0.0,0.0,0.0,36.99537135374725
1,1,1,1,1,3359.053062719333,853.2980838444932,0,0.8001876700687728,0,1,1,1,1,736.9118450367379,0.21938082884590349,0.25402935527124504,0.745970644728755,9.147818093964759
1,0,1,1,0,3189.5382543192018,3254.050176717839,1,0.44955231209732505,2,0,0,0,0,231.66045712198058,0.07263134618569668,1.0,-0.02022610085057814,100.0
1,1,1,1,1,2047.5551775890688,550.90848947266,0,0.5649836262571574,0,1,0,1,0,131.49056208404926,0.0642183241376065,0.26905672457693536,0.7309432754230647,26.78206773365798
1,1,1,1,1,4113.00320600479,1412.631850546842,0,0.7519691115722364,0,1,1,1,1,795.2489126245268,0.19334993745288143,0.3434550813100429,0.6565449186899571,10.905883419869514
1,1,1,1,1,3936.6144764113865,1227.5289658072397,0,0.7897909004755099,0,1,1,1,1,879.1817514743881,0.22333448112395532,0.3118235156535455,0.6881764843464545,18.30593214927437
1,0,1,1,1,8754.453566818456,9473.246260846949,1,0.46762861325132543,1,1,0,1,1,1867.8988658214887,0.21336555749193614,1.0,-0.08210594625264728,86.42838697062166
1,1,1,1,1,8530.085440006998,10105.072122155549,1,0.8588005112720103,0,1,1,1,1,1124.8552488770745,0.13186916553043948,1.0,-0.184639027736076,57.64508922220733
1,1,1,1,1,9761.477464847261,3447.1083759164962,0,0.5032473117298343,0,1,0,1,1,1170.95222970494,0.11995645473973975,0.35313387633481913,0.6468661236651809,38.79197326232241
0,1,0,1,1,0.0,0.0,0,0.766372603092369,2,1,0,1,1,0.0,0.0,0.0,0.0,51.92985950315929
0,1,1,1,0,9602.307462700424,8235.909440121035,0,0.432182192848686,2,1,0,1,1,1292.5369887784852,0.13460691545227707,0.85770107571674,0.1422989242832599,37.86906721182113
1,1,0,1,1,0.0,0.0,0,0.687056715249663,1,0,0,1,1,0.0,0.0,0.0,0.0,45.09612840912669
1,1,1,1,1,9674.320771493425,9724.999282957591,1,0.5346016510710656,0,0,0,1,0,314.8323173191819,0.032543092663091557,1.0,-0.005238456803447805,75.92061370351061
1,0,1,1,1,8759.968128486173,9570.65815888319,1,0.8682010048233466,1,1,1,1,1,2228.918686917558,0.25444369822184976,1.0,-0.09254486072395275,26.70101445688307
1,1,1,1,1,5394.073119357556,5515.21733489282,1,0.9012439365861478,0,1,0,1,0,380.3423789133049,0.0705111648465389,1.0,-0.022458764064676374,67.90527731356275
1,1,0,1,0,0.0,0.0,0,0.7773514831101567,2,1,1,1,1,0.0,0.0,0.0,0.0,41.649585769609985
1,1,1,1,1,1228.5302958731104,781.6581891518539,0,0.8638838545612422,0,1,1,1,1,335.20073035549,0.2728469387214131,0.6362547116482246,0.3637452883517754,4.165622851558444
1,1,1,1,1,3449.8454520374557,1705.7785143934589,0,0.8797805555100857,0,1,1,1,1,854.7016687238512,0.2477507124903436,0.4944507045630225,0.5055492954369775,14.476372912633716
