bank_validity,account_number_present,account_holder_present,account_type_present,beginning_balance,ending_balance,total_credits,total_debits,period_start_present,period_end_present,statement_date_present,future_period,period_age_days,transaction_count,avg_transaction_amount,max_transaction_amount,balance_change,negative_ending_balance,balance_consistency,currency_present,suspicious_transaction_pattern,large_transaction_count,round_number_transactions,date_format_valid,period_length_days,critical_missing_count,field_quality,transaction_date_consistency,duplicate_transactions,unusual_timing,account_number_format_valid,name_format_valid,balance_volatility,credit_debit_ratio,text_quality,risk_score
0.0,0.0,1.0,0.0,0.0,21.81719141135847,0.0,0.0,0.0,1.0,0.0,0.0,82.59265932779402,0,0.0,0.0,21.81719141135847,1.0,0.43818208652699464,0.0,1.0,32,0.0,0.0,0.0,4.0,0.7768247082026463,0.5,0.5,0.10408614217436701,0.0,1.0,0.0,0.0,0.710793230020708,36.25913604092259
1.0,1.0,1.0,1.0,631585.5350445298,23571.383666913112,382192.0143829536,271605.8451749332,1.0,1.0,1.0,0.0,321.5172335438844,981,8697.964382925249,6476.244146409916,608014.1513776167,0.0,1.0,1.0,0.0,40,15.0,1.0,300.41367093730264,0.0,0.8111894906511697,0.8562839172780806,0.0,0.05412717226897752,1.0,1.0,1.2593343580124516,1.4071568089294806,0.9483053117584934,2.4382993976168823
1.0,1.0,1.0,1.0,354785.75878596085,525194.2511917178,110762.91924553039,300682.1294823572,1.0,1.0,1.0,0.0,205.6111101576273,82,28046.62742443474,74168.92785576517,170408.49240575696,0.0,1.0,1.0,0.0,45,20.5,1.0,276.86057970027537,1.0,0.9541607829331505,0.7699541264812375,0.0,0.04055615860621527,1.0,1.0,5.689253933639132,0.3683721391630942,0.8274695888848624,17.973531742494256
0.0,0.0,0.0,0.0,0.0,270.6729073643035,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,270.6729073643035,1.0,0.0565748407149664,0.0,1.0,49,0.0,1.0,0.0,6.0,0.2587578053953396,0.5,1.0,0.7089751555193982,0.0,0.0,0.0,0.0,0.18318392503720038,100.0
1.0,1.0,1.0,1.0,450065.7931133766,362489.99963394454,431395.15906355716,204105.61861953596,1.0,1.0,1.0,0.0,34.281355832432844,674,19692.510352831265,33282.00302474128,87575.79347943206,0.0,1.0,1.0,0.0,45,17.0,1.0,239.36145500694727,0.0,0.821864087122081,0.6136262354777076,0.0,0.08625536989443247,1.0,1.0,1.8087898931074897,2.113587866817627,0.8945037650740628,10.167265341757492
1.0,0.0,0.0,1.0,0.0,200.27067735692026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,200.27067735692026,1.0,0.2377311119957507,0.0,1.0,33,0.0,0.0,0.0,4.0,0.5470572333662167,0.5,0.0,0.45771037877817256,0.0,0.0,0.0,0.0,0.5763151061339902,77.5348193759747
0.0,0.0,1.0,1.0,0.0,200.00169672498168,0.0,0.0,0.0,1.0,1.0,1.0,89.50848301111837,0,0.0,0.0,200.00169672498168,1.0,0.2309972016393284,0.0,0.0,0,0.0,0.0,0.0,4.0,0.34325710196473047,0.5,1.0,0.4928574264779872,0.0,1.0,0.0,0.0,0.3016509563718612,80.31385395091937
1.0,1.0,1.0,1.0,828304.8175892289,880186.1455746694,413688.61567658716,303867.7382152705,1.0,1.0,1.0,0.0,76.42493007749813,630,3670.947103825922,93359.43683852981,51881.3279854405,0.0,1.0,1.0,0.0,14,7.0,1.0,175.19638287376793,0.0,0.9572304381147587,0.6185168313069327,0.0,0.004496073678159562,1.0,1.0,4.1471366640088805,1.361410125689341,0.9563482096745195,10.489340398869093
1.0,1.0,1.0,1.0,775667.0540547243,241385.14834353235,114939.90817880556,384838.38837818016,1.0,1.0,1.0,0.0,287.4161585365864,448,32573.89327315527,29679.603317971258,534281.9057111919,0.0,1.0,1.0,0.0,46,32.0,1.0,76.24422662403192,0.0,0.8655824654303256,0.8109489689014131,0.0,0.08389920076493501,1.0,1.0,7.56299674336812,0.2986705891353393,0.9541440509475868,20.406848948347807
1.0,1.0,1.0,1.0,640442.4130642263,602546.5671842579,480218.4818052314,188722.84147266866,1.0,1.0,1.0,0.0,239.05795221007347,746,13471.970991733473,34714.47888435576,37895.84587996837,0.0,1.0,1.0,0.0,33,41.5,1.0,108.28742379876377,0.0,0.9558395986979541,0.9840086686068918,0.0,0.09444820284681937,1.0,1.0,0.7757940033590605,2.5445700057180303,0.8279445894568384,3.688961463927101
1.0,1.0,1.0,1.0,135014.01916194832,526263.2527902934,120198.88861018313,31881.655250727727,1.0,1.0,1.0,0.0,271.15221857840135,482,5121.806421052355,79056.75528175745,391249.2336283451,0.0,1.0,1.0,0.0,30,29.5,1.0,149.9445614147032,0.0,0.9261069687660207,0.5836475972325763,0.0,0.016056568055348032,1.0,1.0,4.666711442847058,3.7701583454466183,0.898201470296376,17.87787308621395
1.0,1.0,1.0,1.0,85294.35396365548,378377.3055798388,74629.03894337674,314512.2982703509,1.0,1.0,1.0,0.0,347.97571316696826,837,46427.018029784194,52631.98075983079,293082.95161618333,0.0,1.0,1.0,0.0,37,39.0,1.0,125.05249003006298,0.0,0.8233995461764215,0.8057804174204237,0.0,0.043396524108927664,1.0,1.0,2.309663514187622,0.23728496263515436,0.9298252508104827,7.301834869491459
1.0,1.0,1.0,1.0,529066.3088842978,822478.3195029208,248869.505316918,46424.88429236236,1.0,1.0,1.0,0.0,213.19138834087062,888,42411.02563003222,22396.516572178472,293412.010618623,0.0,1.0,1.0,0.0,21,30.0,1.0,23.159109528926052,1.0,0.935251626435519,0.5643842321016094,0.0,0.021142009912435634,1.0,1.0,6.173272269562094,5.3606919890129054,0.8099191398204756,26.10789844799037
1.0,1.0,1.0,1.0,817942.8741732504,246537.49605930943,349836.30863573105,414366.3321000475,1.0,1.0,1.0,0.0,59.24386176330184,282,16895.47951124055,74580.9380657785,571405.3781139409,0.0,1.0,1.0,0.0,45,42.0,1.0,321.7577126678059,0.0,0.8743600786128918,0.9682517487672782,0.0,0.04224906943299041,1.0,1.0,7.451176999581732,0.8442681789872449,0.8885743251970933,14.842205219424905
1.0,1.0,1.0,1.0,707941.1929465758,979364.8774515145,155958.80417043102,321820.3043105796,1.0,1.0,1.0,0.0,115.82955910771193,653,18621.208985822657,29287.571181380757,271423.68450493866,0.0,1.0,1.0,0.0,7,34.0,1.0,223.92105849499143,0.0,0.8809134052222078,0.5659744479160691,0.0,0.04529247017389348,1.0,1.0,4.215041250319878,0.4846145568861299,0.8460025753407946,12.44774100826041
1.0,0.0,0.0,1.0,0.0,643.507882092447,0.0,0.0,1.0,1.0,0.0,1.0,193.99404489032156,0,0.0,0.0,643.507882092447,1.0,0.3091316170433645,0.0,0.0,0,0.0,1.0,127.0376632007734,4.0,0.5919454211124987,0.5,1.0,0.43145059239673955,0.0,0.0,0.0,0.0,0.3828392593147536,61.06444690275599
1.0,1.0,1.0,1.0,757941.5965867674,773662.247042709,251626.9709539301,172804.55113047748,1.0,1.0,1.0,0.0,285.6786701690292,0,0.0,0.0,15720.650455941679,0.0,1.0,1.0,0.0,0,0.0,1.0,276.8155894781279,0.0,0.8145452694208304,0.5,0.0,0.021619553796966753,1.0,1.0,7.616701004710745,1.4561362493510783,0.8496012413532497,18.362765222795367
1.0,1.0,1.0,1.0,439735.32797469303,61453.368520566655,401691.027125345,485309.50578740734,1.0,1.0,1.0,0.0,200.5483433263314,557,26008.82674019987,31066.452130419264,378281.95945412637,0.0,1.0,1.0,0.0,19,1.0,1.0,22.795269266600787,1.0,0.8939913876527036,0.8019288861764395,0.0,0.049621352592530844,1.0,1.0,8.230014934858865,0.8277007195101349,0.9494206889577835,15.103594342336368
1.0,1.0,1.0,1.0,3741.935911486194,224006.27359085364,342358.0210598281,109218.83233704221,1.0,1.0,1.0,0.0,70.29536890016253,936,40195.35465296755,99622.23923952627,220264.33767936745,0.0,1.0,1.0,0.0,6,10.0,1.0,111.49673794177714,1.0,0.862253943554891,0.9813321070813789,0.0,0.056515833220346715,1.0,1.0,9.359242901845878,3.134606127296193,0.9373445957584792,21.699537951546425
1.0,1.0,1.0,1.0,696545.1178921954,72634.56512607684,114984.28547751316,220832.677602741,1.0,1.0,1.0,0.0,78.25403958093,751,18860.127599269475,21057.168998161214,623910.5527661185,0.0,1.0,1.0,0.0,47,18.5,1.0,158.75495488234768,1.0,0.979455808434213,0.938077821598392,0.0,0.09675728694091906,1.0,1.0,2.148534098657404,0.5206851029735735,0.879084117197063,16.54280628985743
0.0,1.0,0.0,1.0,520698.01860228716,126690.01597531904,33537.60431760883,427636.6796014881,0.0,0.0,1.0,1.0,0.0,548,7587.564393037361,17061.44238016204,394008.00262696814,1.0,0.3684631434799428,0.0,1.0,12,4.5,0.0,0.0,2.0,0.7798486650682386,0.8113996999277011,0.0,0.142286855920336,1.0,0.0,5.903589370052874,0.07842546235477814,0.6130720095287818,37.33040280773247
1.0,1.0,1.0,1.0,305807.34870049695,280043.6677404197,333317.24505916453,54525.14459843089,1.0,1.0,1.0,0.0,317.562230887067,912,22807.46985366776,80341.60524756399,25763.68096007727,0.0,1.0,1.0,0.0,14,33.5,1.0,256.79726609926047,0.0,0.9947133135042154,0.8415586980163164,0.0,0.08079592786201112,1.0,1.0,4.459218173108594,6.1130923634223,0.8484593617538857,19.794416162210013
1.0,1.0,1.0,1.0,882237.5769922312,368078.103738458,469551.6638942164,428853.88039210986,1.0,1.0,1.0,0.0,260.2239162093749,688,40236.46657776067,61315.2428811566,514159.4732537732,0.0,1.0,1.0,0.0,7,31.5,1.0,302.09696845587087,1.0,0.8661484545511442,0.6205836960011915,0.0,0.003155791833963506,1.0,1.0,6.384836777230455,1.0948989512812517,0.8317368520189269,27.671031634267827
1.0,1.0,1.0,1.0,358241.81539540854,363815.63922045496,120299.36759155929,124311.43602329337,1.0,1.0,1.0,0.0,358.63067486200094,825,3463.3862435344554,94182.07566826428,5573.82382504642,0.0,1.0,1.0,0.0,19,19.0,1.0,243.015469828837,1.0,0.9562711235901169,0.5486333612723511,0.0,0.07979797572035449,1.0,1.0,4.268711227533516,0.9677256690126056,0.9587565692905085,17.572879638575436
0.0,0.0,0.0,0.0,0.0,222.63841320608597,0.0,0.0,0.0,1.0,1.0,1.0,296.51834398421977,0,0.0,0.0,222.63841320608597,1.0,0.29051494058348365,0.0,1.0,29,0.0,0.0,0.0,5.0,0.17477473686894804,0.5,1.0,0.7903306787142124,0.0,0.0,0.0,0.0,0.055764860741258596,100.0
1.0,1.0,1.0,1.0,374639.8372913044,861590.4366314217,20017.19058767315,498226.54049480887,1.0,1.0,1.0,0.0,108.55384144792218,919,13294.984653491387,84103.74308645273,486950.5993401173,0.0,1.0,1.0,0.0,18,32.0,1.0,28.54614421613485,1.0,0.9816448668271524,0.7839454456569284,0.0,0.08346235423696591,1.0,1.0,3.1922774188568903,0.0401768853337144,0.8843293617156219,19.012239166708248
1.0,1.0,1.0,1.0,979545.1365728048,83331.93962013448,263868.69128513243,49847.60480406192,1.0,1.0,1.0,0.0,163.45257687764456,777,16585.41620800823,11275.93945895572,896213.1969526703,0.0,1.0,1.0,0.0,32,9.0,1.0,255.67824110633143,0.0,0.8387099353463072,0.5036632610074863,0.0,0.014699314995872204,1.0,1.0,1.5439829808243166,5.293507929264249,0.9204378613845975,0.59097625730876
1.0,1.0,1.0,1.0,129766.589492735,982866.7246932576,329689.389532376,247999.154328112,1.0,1.0,1.0,0.0,173.15472835150317,624,49773.83716368034,36945.30093829883,853100.1352005226,0.0,1.0,1.0,0.0,38,13.5,1.0,18.846993608242297,0.0,0.9220181333648294,0.971759472774917,0.0,0.027800721599547076,1.0,1.0,0.10611082804805494,1.3293972329284027,0.8571080688530386,0.0
0.0,0.0,0.0,0.0,0.0,82.05366676852505,0.0,0.0,1.0,1.0,0.0,1.0,79.03806756344181,0,0.0,0.0,82.05366676852505,1.0,0.17088834082297089,0.0,1.0,21,0.0,1.0,99.17159518000902,5.0,0.1772414918364029,0.5,0.5,0.8539619377924277,0.0,0.0,0.0,0.0,0.34012494009334615,100.0
1.0,1.0,1.0,1.0,345567.36213712156,894178.0281865998,346919.3505448613,448170.28893564624,1.0,1.0,1.0,0.0,207.30832267832935,35,7383.498563310087,92072.25584796922,548610.6660494783,0.0,1.0,1.0,0.0,42,20.0,1.0,259.6274313746458,0.0,0.8131532027816522,0.967770544954282,0.0,0.0800807625809585,1.0,1.0,0.3357633523693526,0.7740793156296807,0.8530516832054917,1.378963663114333
1.0,1.0,1.0,1.0,612724.4635892012,372570.3842165083,86698.44598777693,371829.61896557355,1.0,1.0,1.0,0.0,295.8829154241133,149,10123.05437144605,64301.74961919463,240154.0793726929,0.0,1.0,1.0,0.0,2,39.5,1.0,75.84182583844239,1.0,0.8779290072960922,0.7156910763729214,0.0,0.06365080805486366,1.0,1.0,0.7259684794802368,0.23316713237899436,0.8817236915475342,15.391310289783846
0.0,0.0,0.0,0.0,0.0,404.1697907814599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,404.1697907814599,0.0,0.3873965677481885,1.0,1.0,10,0.0,1.0,0.0,6.0,0.384503698877233,0.5,0.5,0.3366705019938467,0.0,0.0,0.0,0.0,0.5265547580899991,75.91924918066786
0.0,1.0,0.0,0.0,29639.662626047226,402548.78599750256,442762.02623571694,70191.98088712576,0.0,1.0,0.0,1.0,51.67432067717146,870,40588.81382257268,65195.95066076592,372909.12337145535,1.0,0.18134960369311856,0.0,1.0,33,11.0,0.0,0.0,5.0,0.2676418167071502,0.7159767721260037,1.0,0.867873206628762,1.0,0.0,7.208767079200396,6.307871934084796,0.1290954734325545,100.0
1.0,1.0,1.0,0.0,893078.8463654125,1000000.0,399020.1377430485,8860.650516017477,0.0,0.0,0.0,1.0,0.0,185,27898.52087664884,12249.442696667245,390208.6479775498,0.0,0.37494802638505753,0.0,1.0,21,5.5,0.0,0.0,3.0,0.6866251615110223,0.6892002484943875,1.0,0.11615031712907527,1.0,1.0,1.0231071908701428,45.032826542671586,0.648209892715452,31.305010999939945
1.0,1.0,0.0,0.0,713273.6712209877,905532.8099280691,446127.93965336843,253524.64974658034,1.0,0.0,1.0,1.0,0.0,622,49654.755853957686,2981.8077593595895,192259.13870708144,1.0,0.34136831171661514,1.0,1.0,40,30.5,1.0,0.0,4.0,0.5297428402607459,0.8384240347925527,0.5,0.42023603089457173,1.0,0.0,8.263550536903336,1.7597024198606,0.4208570358902706,74.94869826214888
0.0,0.0,1.0,0.0,0.0,1.1528442043373437,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.1528442043373437,0.0,0.41985877147820505,0.0,1.0,39,0.0,0.0,0.0,3.0,0.6135074520564089,0.5,0.5,0.15809410662623294,0.0,1.0,0.0,0.0,0.6719168981517654,43.03175881743617
1.0,0.0,1.0,0.0,0.0,511.4478450167019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,511.4478450167019,1.0,0.4030215346343263,0.0,0.0,0,0.0,0.0,0.0,6.0,0.3942555685077047,0.5,0.5,0.3994287730112214,0.0,1.0,0.0,0.0,0.4061747519851252,63.323199046976235
0.0,0.0,0.0,0.0,0.0,11.766305901326508,0.0,0.0,0.0,1.0,1.0,0.0,141.67493953802352,0,0.0,0.0,11.766305901326508,0.0,0.25388087943203785,0.0,1.0,39,0.0,0.0,0.0,5.0,0.5381703288852014,0.5,1.0,0.58123174631707,0.0,0.0,0.0,0.0,0.31267910440356506,64.13724214185004
1.0,1.0,1.0,1.0,501615.8027577041,79908.64900803055,29247.01311192679,262102.03424140293,1.0,1.0,1.0,0.0,337.6008844502338,759,3326.374887380129,53678.772460112945,421707.15374967357,0.0,1.0,1.0,0.0,28,7.5,1.0,248.01455750816712,0.0,0.8490736576884835,0.5529538673374687,0.0,0.015712662607320627,1.0,1.0,5.936715712715549,0.1115863644346595,0.8869474917998016,9.190562260317318
1.0,1.0,1.0,1.0,506760.72941697115,672723.6820279025,446913.06335215236,40407.04003896278,1.0,1.0,1.0,0.0,236.30922303584782,308,33365.1567210382,97263.04306589586,165962.9526109313,0.0,1.0,1.0,0.0,18,15.5,1.0,196.8502233915803,0.0,0.9276094705626174,0.7851394682405772,0.0,0.08519937402663519,1.0,1.0,5.076325758791432,11.060277192321267,0.8228285959700224,19.06721575585856
1.0,1.0,1.0,1.0,501018.090886065,478502.6018201688,180405.37421687375,74727.39820626218,1.0,1.0,1.0,0.0,360.2633029450897,613,29308.705856885557,37227.637140085986,22515.489065896196,0.0,1.0,1.0,0.0,50,44.5,1.0,135.60069839986465,0.0,0.8291834288452615,0.82761956427293,0.0,0.014500624451856847,1.0,1.0,7.046238229903395,2.41417978609291,0.854651301403667,21.367568067924395
1.0,1.0,1.0,1.0,513553.07129801286,424100.3594667844,419773.98647513334,232178.61205711548,1.0,1.0,1.0,0.0,330.06518925882244,953,7587.522358004939,48167.6321013084,89452.71183122846,0.0,1.0,1.0,0.0,28,43.0,1.0,25.228648870039155,0.0,0.9938903520435063,0.5012952184455497,0.0,0.05405309998457541,1.0,1.0,7.829393894913769,1.8079787055143124,0.8330354515358132,13.010214856649634
1.0,1.0,1.0,1.0,722970.9278200129,652735.2263459847,487211.66261328984,234178.6642010198,1.0,1.0,1.0,0.0,323.1822123120756,90,42695.760449824375,99350.25122098482,70235.70147402817,0.0,1.0,1.0,0.0,27,37.5,1.0,179.98563887649738,0.0,0.8693486450793825,0.677325376279703,0.0,0.04564748980355049,1.0,1.0,3.1300735149105865,2.080512604662676,0.8505268548597767,16.833201986973883
1.0,1.0,0.0,0.0,256443.04883480284,533709.6905171565,457241.0638400659,179651.78558380995,0.0,0.0,0.0,1.0,0.0,325,42927.593401247424,58796.798659496744,277266.6416823537,1.0,0.45002294489230343,0.0,0.0,38,18.5,0.0,0.0,5.0,0.44518944395274535,0.6845494592991055,0.5,0.3457092689739286,1.0,0.0,3.449315694306885,2.5451517910282995,0.47113972194415193,68.3480893307505
1.0,0.0,0.0,0.0,0.0,684.9355534244182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,684.9355534244182,1.0,0.22070643714888538,0.0,0.0,0,0.0,1.0,0.0,4.0,0.5010869016415368,0.5,0.5,0.3693839392099033,0.0,0.0,0.0,0.0,0.5424891071654578,80.23859660157814
0.0,0.0,0.0,0.0,0.0,111.10146374571441,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,111.10146374571441,0.0,0.2660746798721924,1.0,1.0,37,0.0,0.0,0.0,4.0,0.5307497945898758,0.5,1.0,0.31212629274782167,0.0,0.0,0.0,0.0,0.5613440469320881,68.74098049222663
0.0,0.0,1.0,0.0,0.0,759.6271484389559,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,759.6271484389559,1.0,0.15688415134747247,1.0,1.0,48,0.0,0.0,0.0,5.0,0.5355120796845874,0.5,0.5,0.5272986493699087,0.0,1.0,0.0,0.0,0.40049978587902435,82.45725717873515
0.0,0.0,0.0,1.0,0.0,632.7600308809388,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,632.7600308809388,1.0,0.10242155184466745,0.0,0.0,0,0.0,1.0,0.0,6.0,0.3416761308496314,0.5,1.0,0.37650729471574035,0.0,0.0,0.0,0.0,0.3341755414051821,65.40231035392793
0.0,0.0,1.0,1.0,0.0,127.26330913132131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,127.26330913132131,1.0,0.36505755756846614,0.0,0.0,0,0.0,0.0,0.0,5.0,0.4725640663819397,0.5,0.0,0.5128192373074235,0.0,1.0,0.0,0.0,0.34425463562146225,71.61700018086783
0.0,1.0,0.0,1.0,747348.0871139801,966284.6800540519,265825.4067921415,390136.2152245532,1.0,1.0,0.0,0.0,90.89267031300767,667,32993.05781468981,42878.63473292811,218936.59294007183,0.0,0.524775828887953,1.0,0.0,39,23.5,1.0,192.02694087375647,4.0,0.5151636636174686,0.8790549414619894,0.5,0.2284895729312141,1.0,0.0,5.003182917631084,0.6813656267187056,0.7502906444948179,33.604559610671174
1.0,1.0,0.0,0.0,87303.79455678772,768229.8534790319,206298.676524917,292548.71421629825,1.0,1.0,0.0,1.0,28.02493904354151,769,40690.0790814707,7769.405649319494,680926.0589222442,0.0,0.5606142696580427,0.0,1.0,20,25.0,1.0,205.38216488126403,4.0,0.6233309907583275,0.8176894184943235,1.0,0.2515793007084557,1.0,0.0,9.7815004602088,0.7051771773380225,0.6197644845929685,43.80581212883803
1.0,1.0,1.0,1.0,380164.543435426,610903.7797847645,237251.36195777863,86266.02671446471,1.0,1.0,1.0,0.0,255.24698918746034,264,35287.99138834924,82160.45944350862,230739.2363493385,0.0,1.0,1.0,0.0,27,45.0,1.0,172.1741592403764,0.0,0.857576611044925,0.8006528764267637,0.0,0.06954405669484413,1.0,1.0,0.24830492414469774,2.7502293891785023,0.8509274144723383,10.323023969939818
0.0,1.0,0.0,0.0,629832.3067152533,1000000.0,396791.1516096502,8591.84494410209,0.0,0.0,0.0,1.0,0.0,154,27039.979397063624,13470.946675465768,387667.93155696813,1.0,0.4164963710651405,0.0,0.0,38,1.5,0.0,0.0,2.0,0.6095490597116097,0.7896872271486493,1.0,0.1622808048708973,1.0,0.0,0.9635225788933288,46.182298934762464,0.6681118458899,53.739945502860536
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.78105240935338,0,0.0,0.0,0.0,0.0,0.5631183254531557,1.0,0.0,0,0.0,0.0,0.0,2.0,0.7142660284392401,0.5,0.5,0.20415999022206704,0.0,1.0,0.0,0.0,0.5803990941282645,58.968643848178246
1.0,1.0,1.0,1.0,275779.05188005936,791996.4273084576,152453.57416402205,389784.3957447182,1.0,1.0,1.0,0.0,272.05388141566124,527,41715.27044809778,83423.68179577094,516217.3754283982,0.0,1.0,1.0,0.0,46,47.5,1.0,289.4913027379756,1.0,0.9937726782683778,0.8559372227043809,0.0,0.009889558944128796,1.0,1.0,3.4698371855530317,0.3911228254090207,0.9613235109660617,16.545834087863156
1.0,0.0,0.0,0.0,0.0,285.97101873201586,0.0,0.0,0.0,1.0,0.0,1.0,214.2644855256069,0,0.0,0.0,285.97101873201586,0.0,0.48258384249214736,0.0,1.0,10,0.0,0.0,0.0,6.0,0.522966592747611,0.5,0.0,0.48913483400568236,0.0,0.0,0.0,0.0,0.5996372515554935,82.71748764748068
0.0,1.0,0.0,1.0,58682.29948785719,5795.517288892341,231017.7741316487,284167.6590019324,0.0,0.0,0.0,0.0,0.0,44,48344.7971147132,95085.22924524605,52886.78219896485,0.0,0.42750480288081166,1.0,1.0,25,10.5,0.0,0.0,5.0,0.4973155609599101,0.9035241797609528,0.0,0.5438931940105369,1.0,0.0,7.204754950578561,0.8129629351314666,0.39227579842343263,65.16029271384508
0.0,1.0,1.0,1.0,156295.0921272188,305999.3987817525,36089.70028026798,498999.7348289991,1.0,0.0,0.0,0.0,0.0,886,18431.14199453959,63671.877292586774,462294.4909089713,0.0,0.23068763869831593,1.0,1.0,13,34.0,1.0,0.0,6.0,0.3347581260300946,0.8153838420108623,0.5,0.3737992789680675,1.0,1.0,3.012563664306256,0.07232408709121953,0.35975015225369095,63.808509230446084
